"first_name","last_name","address","city","county","state","zip","phone","email","rewards"
"Tracey","Modzelewski","77132 Coon Rapids Blvd Nw","Conroe","Montgomery","TX","77301","936-264-9294","tracey@hotmail.com","platinum"
"Virgina","Tegarden","755 Harbor Way","Milwaukee","Milwaukee","WI","53226","414-214-8697","virgina_tegarden@tegarden.com","gold "
"Tiera","Frankel","87 Sierra Rd","El Monte","Los Angeles","CA","91731","626-636-4117","tfrankel@aol.com","platinum"
"Alaine","Bergesen","7667 S Hulen St #42","Yonkers","Westchester","NY","10701","914-300-9193","alaine_bergesen@cox.net","platinum"
"Earleen","Mai","75684 S Withlapopka Dr #32","Dallas","Dallas","TX","75227","214-289-1973","earleen_mai@cox.net","bronze"
"Leonida","Gobern","5 Elmwood Park Blvd","Biloxi","Harrison","MS","39530","228-235-5615","leonida@gobern.org","gold "
"Ressie","Auffrey","23 Palo Alto Sq","Miami","Miami-Dade","FL","33134","305-604-8981","ressie.auffrey@yahoo.com","gold "
"Justine","Mugnolo","38062 E Main St","New York","New York","NY","10048","212-304-9225","jmugnolo@yahoo.com","platinum"
"Eladia","Saulter","3958 S Dupont Hwy #7","Ramsey","Bergen","NJ","7446","201-474-4924","eladia@saulter.com","gold "
"Chaya","Malvin","560 Civic Center Dr","Ann Arbor","Washtenaw","MI","48103","734-928-5182","chaya@malvin.com","bronze"
"Gwenn","Suffield","3270 Dequindre Rd","Deer Park","Suffolk","NY","11729","631-258-6558","gwenn_suffield@suffield.org","bronze"
"Salena","Karpel","1 Garfield Ave #7","Canton","Stark","OH","44707","330-791-8557","skarpel@cox.net","gold "
"Yoko","Fishburne","9122 Carpenter Ave","New Haven","New Haven","CT","6511","203-506-4706","yoko@fishburne.com","silver"
"Taryn","Moyd","48 Lenox St","Fairfax","Fairfax City","VA","22030","703-322-4041","taryn.moyd@hotmail.com","silver"
"Katina","Polidori","5 Little River Tpke","Wilmington","Middlesex","MA","1887","978-626-2978","katina_polidori@aol.com","platinum"
"Rickie","Plumer","3 N Groesbeck Hwy","Toledo","Lucas","OH","43613","419-693-1334","rickie.plumer@aol.com","platinum"
"Alex","Loader","37 N Elm St #916","Tacoma","Pierce","WA","98409","253-660-7821","alex@loader.com","gold "
"Lashon","Vizarro","433 Westminster Blvd #590","Roseville","Placer","CA","95661","916-741-7884","lashon@aol.com","gold "
"Lauran","Burnard","66697 Park Pl #3224","Riverton","Fremont","WY","82501","307-342-7795","lburnard@burnard.com","gold "
"Ceola","Setter","96263 Greenwood Pl","Warren","Knox","ME","4864","207-627-7565","ceola.setter@setter.org","platinum"
"My","Rantanen","8 Mcarthur Ln","Richboro","Bucks","PA","18954","215-491-5633","my@hotmail.com","platinum"
"Lorrine","Worlds","8 Fair Lawn Ave","Tampa","Hillsborough","FL","33614","813-769-2939","lorrine.worlds@worlds.com","gold "
"Peggie","Sturiale","9 N 14th St","El Cajon","San Diego","CA","92020","619-608-1763","peggie@cox.net","bronze"
"Marvel","Raymo","9 Vanowen St","College Station","Brazos","TX","77840","979-718-8968","mraymo@yahoo.com","silver"
"Daron","Dinos","18 Waterloo Geneva Rd","Highland Park","Lake","IL","60035","847-233-3075","daron_dinos@cox.net","platinum"
"An","Fritz","506 S Hacienda Dr","Atlantic City","Atlantic","NJ","8401","609-228-5265","an_fritz@hotmail.com","bronze"
"Portia","Stimmel","3732 Sherman Ave","Bridgewater","Somerset","NJ","8807","908-722-7128","portia.stimmel@aol.com","platinum"
"Rhea","Aredondo","25657 Live Oak St","Brooklyn","Kings","NY","11226","718-560-9537","rhea_aredondo@cox.net","silver"
"Benedict","Sama","4923 Carey Ave","Saint Louis","Saint Louis City","MO","63104","314-787-1588","bsama@cox.net","silver"
"Alyce","Arias","3196 S Rider Trl","Stockton","San Joaquin","CA","95207","209-317-1801","alyce@arias.org","platinum"
"Heike","Berganza","3 Railway Ave #75","Little Falls","Passaic","NJ","7424","973-936-5095","heike@gmail.com","gold "
"Carey","Dopico","87393 E Highland Rd","Indianapolis","Marion","IN","46220","317-578-2453","carey_dopico@dopico.org","platinum"
"Dottie","Hellickson","67 E Chestnut Hill Rd","Seattle","King","WA","98133","206-540-6076","dottie@hellickson.org","silver"
"Deandrea","Hughey","33 Lewis Rd #46","Burlington","Alamance","NC","27215","336-822-7652","deandrea@yahoo.com","platinum"
"Kimberlie","Duenas","8100 Jacksonville Rd #7","Hays","Ellis","KS","67601","785-629-8542","kimberlie_duenas@yahoo.com","gold "
"Martina","Staback","7 W Wabansia Ave #227","Orlando","Orange","FL","32822","407-471-6908","martina_staback@staback.com","bronze"
"Skye","Fillingim","25 Minters Chapel Rd #9","Minneapolis","Hennepin","MN","55401","612-508-2655","skye_fillingim@yahoo.com","bronze"
"Jade","Farrar","6882 Torresdale Ave","Columbia","Richland","SC","29201","803-352-5387","jade.farrar@yahoo.com","gold "
"Charlene","Hamilton","985 E 6th Ave","Santa Rosa","Sonoma","CA","95407","707-300-1771","charlene.hamilton@hotmail.com","bronze"
"Geoffrey","Acey","7 West Ave #1","Palatine","Cook","IL","60067","847-222-1734","geoffrey@gmail.com","silver"
"Stevie","Westerbeck","26659 N 13th St","Costa Mesa","Orange","CA","92626","949-867-4077","stevie.westerbeck@yahoo.com","bronze"
"Pamella","Fortino","669 Packerland Dr #1438","Denver","Denver","CO","80212","303-404-2210","pamella@fortino.com","platinum"
"Harrison","Haufler","759 Eldora St","New Haven","New Haven","CT","6515","203-801-6193","hhaufler@hotmail.com","gold "
"Johnna","Engelberg","5 S Colorado Blvd #449","Bothell","Snohomish","WA","98021","425-986-7573","jengelberg@engelberg.org","bronze"
"Buddy","Cloney","944 Gaither Dr","Strongsville","Cuyahoga","OH","44136","440-989-5826","buddy.cloney@yahoo.com","gold "
"Dalene","Riden","66552 Malone Rd","Plaistow","Rockingham","NH","3865","603-315-6839","dalene.riden@aol.com","silver"
"Jerry","Zurcher","77 Massillon Rd #822","Satellite Beach","Brevard","FL","32937","321-518-5938","jzurcher@zurcher.org","silver"
"Haydee","Denooyer","25346 New Rd","New York","New York","NY","10016","212-792-8658","hdenooyer@denooyer.org","gold "
"Joseph","Cryer","60 Fillmore Ave","Huntington Beach","Orange","CA","92647","714-584-2237","joseph_cryer@cox.net","silver"
"Deonna","Kippley","57 Haven Ave #90","Southfield","Oakland","MI","48075","248-913-4677","deonna_kippley@hotmail.com","bronze"
"Raymon","Calvaresi","6538 E Pomona St #60","Indianapolis","Marion","IN","46222","317-825-4724","raymon.calvaresi@gmail.com","bronze"
"Alecia","Bubash","6535 Joyce St","Wichita Falls","Wichita","TX","76301","940-276-7922","alecia@aol.com","platinum"
"Ma","Layous","78112 Morris Ave","North Haven","New Haven","CT","6473","203-721-3388","mlayous@hotmail.com","platinum"
"Detra","Coyier","96950 Hidden Ln","Aberdeen","Harford","MD","21001","410-739-9277","detra@aol.com","gold "
"Terrilyn","Rodeigues","3718 S Main St","New Orleans","Orleans","LA","70130","504-463-4384","terrilyn.rodeigues@cox.net","platinum"
"Salome","Lacovara","9677 Commerce Dr","Richmond","Richmond City","VA","23219","804-550-5097","slacovara@gmail.com","platinum"
"Garry","Keetch","5 Green Pond Rd #4","Southampton","Bucks","PA","18966","215-979-8776","garry_keetch@hotmail.com","bronze"
"Matthew","Neither","636 Commerce Dr #42","Shakopee","Scott","MN","55379","952-651-7597","mneither@yahoo.com","silver"
"Theodora","Restrepo","42744 Hamann Industrial Pky #82","Miami","Miami-Dade","FL","33136","305-936-8226","theodora.restrepo@restrepo.com","silver"
"Noah","Kalafatis","1950 5th Ave","Milwaukee","Milwaukee","WI","53209","414-263-5287","noah.kalafatis@aol.com","platinum"
"Carmen","Sweigard","61304 N French Rd","Somerset","Somerset","NJ","8873","732-941-2621","csweigard@sweigard.com","bronze"
"Lavonda","Hengel","87 Imperial Ct #79","Fargo","Cass","ND","58102","701-898-2154","lavonda@cox.net","bronze"
"Junita","Stoltzman","94 W Dodge Rd","Carson City","Carson City","NV","89701","775-638-9963","junita@aol.com","platinum"
"Herminia","Nicolozakes","4 58th St #3519","Scottsdale","Maricopa","AZ","85254","602-954-5141","herminia@nicolozakes.org","silver"
"Casie","Good","5221 Bear Valley Rd","Nashville","Davidson","TN","37211","615-390-2251","casie.good@aol.com","platinum"
"Reena","Maisto","9648 S Main","Salisbury","Wicomico","MD","21801","410-351-1863","reena@hotmail.com","bronze"
"Mirta","Mallett","7 S San Marcos Rd","New York","New York","NY","10004","212-870-1286","mirta_mallett@gmail.com","silver"
"Cathrine","Pontoriero","812 S Haven St","Amarillo","Randall","TX","79109","806-703-1435","cathrine.pontoriero@pontoriero.com","platinum"
"Filiberto","Tawil","3882 W Congress St #799","Los Angeles","Los Angeles","CA","90016","323-765-2528","ftawil@hotmail.com","silver"
"Raul","Upthegrove","4 E Colonial Dr","La Mesa","San Diego","CA","91942","619-509-5282","rupthegrove@yahoo.com","bronze"
"Sarah","Candlish","45 2nd Ave #9759","Atlanta","Fulton","GA","30328","770-732-1194","sarah.candlish@gmail.com","gold "
"Lucy","Treston","57254 Brickell Ave #372","Worcester","Worcester","MA","1602","508-769-5250","lucy@cox.net","bronze"
"Judy","Aquas","8977 Connecticut Ave Nw #3","Niles","Berrien","MI","49120","269-756-7222","jaquas@aquas.com","silver"
"Yvonne","Tjepkema","9 Waydell St","Fairfield","Essex","NJ","7004","973-714-1721","yvonne.tjepkema@hotmail.com","platinum"
"Kayleigh","Lace","43 Huey P Long Ave","Lafayette","Lafayette","LA","70508","337-740-9323","kayleigh.lace@yahoo.com","silver"
"Felix","Hirpara","7563 Cornwall Rd #4462","Denver","Lancaster","PA","17517","717-491-5643","felix_hirpara@cox.net","platinum"
"Tresa","Sweely","22 Bridle Ln","Valley Park","Saint Louis","MO","63088","314-359-9566","tresa_sweely@hotmail.com","platinum"
"Kristeen","Turinetti","70099 E North Ave","Arlington","Tarrant","TX","76013","817-213-8851","kristeen@gmail.com","silver"
"Jenelle","Regusters","3211 E Northeast Loop","Tampa","Hillsborough","FL","33619","813-932-8715","jregusters@regusters.com","gold "
"Renea","Monterrubio","26 Montgomery St","Atlanta","Fulton","GA","30328","770-679-4752","renea@hotmail.com","silver"
"Olive","Matuszak","13252 Lighthouse Ave","Cathedral City","Riverside","CA","92234","760-938-6069","olive@aol.com","bronze"
"Ligia","Reiber","206 Main St #2804","Lansing","Ingham","MI","48933","517-906-1108","lreiber@cox.net","gold "
"Christiane","Eschberger","96541 W Central Blvd","Phoenix","Maricopa","AZ","85034","602-390-4944","christiane.eschberger@yahoo.com","gold "
"Goldie","Schirpke","34 Saint George Ave #2","Bangor","Penobscot","ME","4401","207-295-7569","goldie.schirpke@yahoo.com","bronze"
"Loreta","Timenez","47857 Coney Island Ave","Clinton","Prince Georges","MD","20735","301-696-6420","loreta.timenez@hotmail.com","platinum"
"Fabiola","Hauenstein","8573 Lincoln Blvd","York","York","PA","17404","717-809-3119","fabiola.hauenstein@hauenstein.org","silver"
"Amie","Perigo","596 Santa Maria Ave #7913","Mesquite","Dallas","TX","75150","972-419-7946","amie.perigo@yahoo.com","silver"
"Raina","Brachle","3829 Ventura Blvd","Butte","Silver Bow","MT","59701","406-318-1515","raina.brachle@brachle.org","silver"
"Erinn","Canlas","13 S Hacienda Dr","Livingston","Essex","NJ","7039","973-767-3008","erinn.canlas@canlas.com","silver"
"Cherry","Lietz","40 9th Ave Sw #91","Waterford","Oakland","MI","48329","248-980-6904","cherry@lietz.com","silver"
"Kattie","Vonasek","2845 Boulder Crescent St","Cleveland","Cuyahoga","OH","44103","216-923-3715","kattie@vonasek.org","gold "
"Lilli","Scriven","33 State St","Abilene","Taylor","TX","79601","325-631-1560","lilli@aol.com","gold "
"Whitley","Tomasulo","2 S 15th St","Fort Worth","Tarrant","TX","76107","817-526-4408","whitley.tomasulo@aol.com","platinum"
"Barbra","Adkin","4 Kohler Memorial Dr","Brooklyn","Kings","NY","11230","718-201-3751","badkin@hotmail.com","bronze"
"Hermila","Thyberg","1 Rancho Del Mar Shopping C","Providence","Providence","RI","2903","401-893-4882","hermila_thyberg@hotmail.com","silver"
"Jesusita","Flister","3943 N Highland Ave","Lancaster","Lancaster","PA","17601","717-885-9118","jesusita.flister@hotmail.com","gold "
"Caitlin","Julia","5 Williams St","Johnston","Providence","RI","2919","401-948-4982","caitlin.julia@julia.org","silver"
"Roosevelt","Hoffis","60 Old Dover Rd","Hialeah","Miami-Dade","FL","33014","305-622-4739","roosevelt.hoffis@aol.com","silver"
"Helaine","Halter","8 Sheridan Rd","Jersey City","Hudson","NJ","7304","201-832-4168","hhalter@yahoo.com","bronze"
"Lorean","Martabano","85092 Southern Blvd","San Antonio","Bexar","TX","78204","210-856-4979","lorean.martabano@hotmail.com","bronze"
"France","Buzick","64 Newman Springs Rd E","Brooklyn","Kings","NY","11219","718-478-8504","france.buzick@yahoo.com","bronze"
"Justine","Ferrario","48 Stratford Ave","Pomona","Los Angeles","CA","91768","909-993-3242","jferrario@hotmail.com","gold "
"Adelina","Nabours","80 Pittsford Victor Rd #9","Cleveland","Cuyahoga","OH","44103","216-230-4892","adelina_nabours@gmail.com","bronze"
"Derick","Dhamer","87163 N Main Ave","New York","New York","NY","10013","212-304-4515","ddhamer@cox.net","bronze"
"Jerry","Dallen","393 Lafayette Ave","Richmond","Richmond City","VA","23219","804-762-9576","jerry.dallen@yahoo.com","gold "
"Leota","Ragel","99 5th Ave #33","Trion","Chattooga","GA","30753","706-221-4243","leota.ragel@gmail.com","silver"
"Jutta","Amyot","49 N Mays St","Broussard","Lafayette","LA","70518","337-515-1438","jamyot@hotmail.com","platinum"
"Aja","Gehrett","993 Washington Ave","Nutley","Essex","NJ","7110","973-544-2677","aja_gehrett@hotmail.com","bronze"
"Kirk","Herritt","88 15th Ave Ne","Vestal","Broome","NY","13850","607-407-3716","kirk.herritt@aol.com","bronze"
"Leonora","Mauson","3381 E 40th Ave","Passaic","Passaic","NJ","7055","973-412-2995","leonora@yahoo.com","silver"
"Winfred","Brucato","201 Ridgewood Rd","Moscow","Latah","ID","83843","208-252-4552","winfred_brucato@hotmail.com","platinum"
"Tarra","Nachor","39 Moccasin Dr","San Francisco","San Francisco","CA","94104","415-411-1775","tarra.nachor@cox.net","platinum"
"Corinne","Loder","4 Carroll St","North Attleboro","Bristol","MA","2760","508-942-4186","corinne@loder.org","platinum"
"Dulce","Labreche","9581 E Arapahoe Rd","Rochester","Oakland","MI","48307","248-357-8718","dulce_labreche@yahoo.com","gold "
"Kate","Keneipp","33 N Michigan Ave","Green Bay","Brown","WI","54301","920-353-6377","kate_keneipp@yahoo.com","bronze"
"Kaitlyn","Ogg","2 S Biscayne Blvd","Baltimore","Baltimore City","MD","21230","410-665-4903","kaitlyn.ogg@gmail.com","silver"
"Sherita","Saras","8 Us Highway 22","Colorado Springs","El Paso","CO","80937","719-669-1664","sherita.saras@cox.net","bronze"
"Lashawnda","Stuer","7422 Martin Ave #8","Toledo","Lucas","OH","43607","419-588-8719","lstuer@cox.net","gold "
"Ernest","Syrop","94 Chase Rd","Hyattsville","Prince Georges","MD","20785","301-998-9644","ernest@cox.net","gold "
"Nobuko","Halsey","8139 I Hwy 10 #92","New Bedford","Bristol","MA","2745","508-855-9887","nobuko.halsey@yahoo.com","bronze"
"Lavonna","Wolny","5 Cabot Rd","Mc Lean","Fairfax","VA","22102","703-483-1970","lavonna.wolny@hotmail.com","bronze"
"Lashaunda","Lizama","3387 Ryan Dr","Hanover","Anne Arundel","MD","21076","410-678-2473","llizama@cox.net","silver"
"Mariann","Bilden","3125 Packer Ave #9851","Austin","Travis","TX","78753","512-223-4791","mariann.bilden@aol.com","bronze"
"Helene","Rodenberger","347 Chestnut St","Peoria","Maricopa","AZ","85381","623-461-8551","helene@aol.com","platinum"
"Roselle","Estell","8116 Mount Vernon Ave","Bucyrus","Crawford","OH","44820","419-571-5920","roselle.estell@hotmail.com","silver"
"Samira","Heintzman","8772 Old County Rd #5410","Kent","King","WA","98032","206-311-4137","sheintzman@hotmail.com","platinum"
"Margart","Meisel","868 State St #38","Cincinnati","Hamilton","OH","45251","513-617-2362","margart_meisel@yahoo.com","gold "
"Kristofer","Bennick","772 W River Dr","Bloomington","Monroe","IN","47404","812-368-1511","kristofer.bennick@yahoo.com","platinum"
"Weldon","Acuff","73 W Barstow Ave","Arlington Heights","Cook","IL","60004","847-353-2156","wacuff@gmail.com","bronze"
"Shalon","Shadrick","61047 Mayfield Ave","Brooklyn","Kings","NY","11223","718-232-2337","shalon@cox.net","gold "
"Denise","Patak","2139 Santa Rosa Ave","Orlando","Orange","FL","32801","407-446-4358","denise@patak.org","platinum"
"Louvenia","Beech","598 43rd St","Beverly Hills","Los Angeles","CA","90210","310-820-2117","louvenia.beech@beech.com","silver"
"Audry","Yaw","70295 Pioneer Ct","Brandon","Hillsborough","FL","33511","813-797-4816","audry.yaw@yaw.org","gold "
"Kristel","Ehmann","92899 Kalakaua Ave","El Paso","El Paso","TX","79925","915-452-1290","kristel.ehmann@aol.com","gold "
"Vincenza","Zepp","395 S 6th St #2","El Cajon","San Diego","CA","92020","619-603-5125","vzepp@gmail.com","gold "
"Elouise","Gwalthney","9506 Edgemore Ave","Bladensburg","Prince Georges","MD","20710","301-841-5012","egwalthney@yahoo.com","gold "
"Venita","Maillard","72119 S Walker Ave #63","Anaheim","Orange","CA","92801","714-523-6653","venita_maillard@gmail.com","silver"
"Kasandra","Semidey","369 Latham St #500","Saint Louis","Saint Louis City","MO","63102","314-732-9131","kasandra_semidey@semidey.com","silver"
"Xochitl","Discipio","3158 Runamuck Pl","Round Rock","Williamson","TX","78664","512-233-1831","xdiscipio@gmail.com","silver"
"Maile","Linahan","9 Plainsboro Rd #598","Greensboro","Guilford","NC","27409","336-670-2640","mlinahan@yahoo.com","bronze"
"Krissy","Rauser","8728 S Broad St","Coram","Suffolk","NY","11727","631-443-4710","krauser@cox.net","gold "
"Pete","Dubaldi","2215 Prosperity Dr","Lyndhurst","Bergen","NJ","7071","201-825-2514","pdubaldi@hotmail.com","platinum"
"Linn","Paa","1 S Pine St","Memphis","Shelby","TN","38112","901-412-4381","linn_paa@paa.com","silver"
"Paris","Wide","187 Market St","Atlanta","Fulton","GA","30342","404-505-4445","paris@hotmail.com","bronze"
"Wynell","Dorshorst","94290 S Buchanan St","Pacifica","San Mateo","CA","94044","650-473-1262","wynell_dorshorst@dorshorst.org","gold "
"Quentin","Birkner","7061 N 2nd St","Burnsville","Dakota","MN","55337","952-702-7993","qbirkner@aol.com","platinum"
"Regenia","Kannady","10759 Main St","Scottsdale","Maricopa","AZ","85260","480-726-1280","regenia.kannady@cox.net","silver"
"Sheron","Louissant","97 E 3rd St #9","Long Island City","Queens","NY","11101","718-976-8610","sheron@aol.com","bronze"
"Izetta","Funnell","82 Winsor St #54","Atlanta","Dekalb","GA","30340","770-844-3447","izetta.funnell@hotmail.com","bronze"
"Rodolfo","Butzen","41 Steel Ct","Northfield","Rice","MN","55057","507-210-3510","rodolfo@hotmail.com","gold "
"Zona","Colla","49440 Dearborn St","Norwalk","Fairfield","CT","6854","203-461-1949","zona@hotmail.com","bronze"
"Serina","Zagen","7 S Beverly Dr","Fort Wayne","Allen","IN","46802","260-273-3725","szagen@aol.com","platinum"
"Paz","Sahagun","919 Wall Blvd","Meridian","Lauderdale","MS","39307","601-927-8287","paz_sahagun@cox.net","gold "
"Markus","Lukasik","89 20th St E #779","Sterling Heights","Macomb","MI","48310","586-970-7380","markus@yahoo.com","silver"
"Jaclyn","Bachman","721 Interstate 45 S","Colorado Springs","El Paso","CO","80919","719-853-3600","jaclyn@aol.com","gold "
"Cyril","Daufeldt","3 Lawton St","New York","New York","NY","10013","212-745-8484","cyril_daufeldt@daufeldt.com","gold "
"Gayla","Schnitzler","38 Pleasant Hill Rd","Hayward","Alameda","CA","94545","510-686-3407","gschnitzler@gmail.com","silver"
"Erick","Nievas","45 E Acacia Ct","Chicago","Cook","IL","60624","773-704-9903","erick_nievas@aol.com","bronze"
"Jennie","Drymon","63728 Poway Rd #1","Scranton","Lackawanna","PA","18509","570-218-4831","jennie@cox.net","bronze"
"Mitsue","Scipione","77 222 Dr","Oroville","Butte","CA","95965","530-986-9272","mscipione@scipione.com","gold "
"Ciara","Ventura","53 W Carey St","Port Jervis","Orange","NY","12771","845-823-8877","cventura@yahoo.com","bronze"
"Galen","Cantres","617 Nw 36th Ave","Brook Park","Cuyahoga","OH","44142","216-600-6111","galen@yahoo.com","gold "
"Truman","Feichtner","539 Coldwater Canyon Ave","Bloomfield","Essex","NJ","7003","973-852-2736","tfeichtner@yahoo.com","platinum"
"Gail","Kitty","735 Crawford Dr","Anchorage","Anchorage","AK","99501","907-435-9166","gail@kitty.com","gold "
"Dalene","Schoeneck","910 Rahway Ave","Philadelphia","Philadelphia","PA","19102","215-268-1275","dalene@schoeneck.org","platinum"
"Gertude","Witten","7 Tarrytown Rd","Cincinnati","Hamilton","OH","45217","513-977-7043","gertude.witten@gmail.com","bronze"
"Lizbeth","Kohl","35433 Blake St #588","Gardena","Los Angeles","CA","90248","310-699-1222","lizbeth@yahoo.com","platinum"
"Glenn","Berray","29 Cherry St #7073","Des Moines","Polk","IA","50315","515-370-7348","gberray@gmail.com","gold "
"Lashandra","Klang","810 N La Brea Ave","King of Prussia","Montgomery","PA","19406","610-809-1818","lashandra@yahoo.com","platinum"
"Lenna","Newville","987 Main St","Raleigh","Wake","NC","27601","919-623-2524","lnewville@newville.com","bronze"
"Laurel","Pagliuca","36 Enterprise St Se","Richland","Benton","WA","99352","509-695-5199","laurel@yahoo.com","silver"
"Mireya","Frerking","8429 Miller Rd","Pelham","Westchester","NY","10803","914-868-5965","mireya.frerking@hotmail.com","platinum"
"Annelle","Tagala","5 W 7th St","Parkville","Baltimore","MD","21234","410-757-1035","annelle@yahoo.com","gold "
"Dean","Ketelsen","2 Flynn Rd","Hicksville","Nassau","NY","11801","516-847-4418","dean_ketelsen@gmail.com","silver"
"Levi","Munis","2094 Ne 36th Ave","Worcester","Worcester","MA","1603","508-456-4907","levi.munis@gmail.com","silver"
"Sylvie","Ryser","649 Tulane Ave","Tulsa","Tulsa","OK","74105","918-644-9555","sylvie@aol.com","platinum"
"Sharee","Maile","2094 Montour Blvd","Muskegon","Muskegon","MI","49442","231-467-9978","sharee_maile@aol.com","platinum"
"Cordelia","Storment","393 Hammond Dr","Lafayette","Lafayette","LA","70506","337-566-6001","cordelia_storment@aol.com","silver"
"Mollie","Mcdoniel","8590 Lake Lizzie Dr","Bowling Green","Wood","OH","43402","419-975-3182","mollie_mcdoniel@yahoo.com","platinum"
"Brett","Mccullan","87895 Concord Rd","La Mesa","San Diego","CA","91942","619-461-9984","brett.mccullan@mccullan.com","silver"
"Teddy","Pedrozo","46314 Route 130","Bridgeport","Fairfield","CT","6610","203-892-3863","teddy_pedrozo@aol.com","bronze"
"Tasia","Andreason","4 Cowesett Ave","Kearny","Hudson","NJ","7032","201-920-9002","tasia_andreason@yahoo.com","bronze"
"Hubert","Walthall","95 Main Ave #2","Barberton","Summit","OH","44203","330-903-1345","hubert@walthall.org","platinum"
"Arthur","Farrow","28 S 7th St #2824","Englewood","Bergen","NJ","7631","201-238-5688","arthur.farrow@yahoo.com","silver"
"Vilma","Berlanga","79 S Howell Ave","Grand Rapids","Kent","MI","49546","616-737-3085","vberlanga@berlanga.com","platinum"
"Billye","Miro","36 Lancaster Dr Se","Pearl","Rankin","MS","39208","601-567-5386","billye_miro@cox.net","gold "
"Glenna","Slayton","2759 Livingston Ave","Memphis","Shelby","TN","38118","901-640-9178","glenna_slayton@cox.net","bronze"
"Mitzie","Hudnall","17 Jersey Ave","Englewood","Arapahoe","CO","80110","303-402-1940","mitzie_hudnall@yahoo.com","gold "
"Bernardine","Rodefer","2 W Grand Ave","Memphis","Shelby","TN","38112","901-901-4726","bernardine_rodefer@yahoo.com","gold "
"Staci","Schmaltz","18 Coronado Ave #563","Pasadena","Los Angeles","CA","91106","626-866-2339","staci_schmaltz@aol.com","gold "
"Nichelle","Meteer","72 Beechwood Ter","Chicago","Cook","IL","60657","773-225-9985","nichelle_meteer@meteer.com","silver"
"Janine","Rhoden","92 Broadway","Astoria","Queens","NY","11103","718-228-5894","jrhoden@yahoo.com","platinum"
"Ettie","Hoopengardner","39 Franklin Ave","Richland","Benton","WA","99352","509-755-5393","ettie.hoopengardner@hotmail.com","gold "
"Eden","Jayson","4 Iwaena St","Baltimore","Baltimore City","MD","21202","410-890-7866","eden_jayson@yahoo.com","silver"
"Lynelle","Auber","32820 Corkwood Rd","Newark","Essex","NJ","7104","973-860-8610","lynelle_auber@gmail.com","silver"
"Merissa","Tomblin","34 Raritan Center Pky","Bellflower","Los Angeles","CA","90706","562-579-6900","merissa.tomblin@gmail.com","platinum"
"Golda","Kaniecki","6201 S Nevada Ave","Toms River","Ocean","NJ","8755","732-628-9909","golda_kaniecki@yahoo.com","bronze"
"Catarina","Gleich","78 Maryland Dr #146","Denville","Morris","NJ","7834","973-210-3994","catarina_gleich@hotmail.com","platinum"
"Virgie","Kiel","76598 Rd  I 95 #1","Denver","Denver","CO","80216","303-776-7548","vkiel@hotmail.com","platinum"
"Jolene","Ostolaza","1610 14th St Nw","Newport News","Newport News City","VA","23608","757-682-7116","jolene@yahoo.com","silver"
"Keneth","Borgman","86350 Roszel Rd","Phoenix","Maricopa","AZ","85012","602-919-4211","keneth@yahoo.com","platinum"
"Rikki","Nayar","1644 Clove Rd","Miami","Miami-Dade","FL","33155","305-968-9487","rikki@nayar.com","bronze"
"Elke","Sengbusch","9 W Central Ave","Phoenix","Maricopa","AZ","85013","602-896-2993","elke_sengbusch@yahoo.com","silver"
"Hoa","Sarao","27846 Lafayette Ave","Oak Hill","Volusia","FL","32759","386-526-7800","hoa@sarao.org","bronze"
"Trinidad","Mcrae","10276 Brooks St","San Francisco","San Francisco","CA","94105","415-331-9634","trinidad_mcrae@yahoo.com","silver"
"Mari","Lueckenbach","1 Century Park E","San Diego","San Diego","CA","92110","858-793-9684","mari_lueckenbach@yahoo.com","bronze"
"Selma","Husser","9 State Highway 57 #22","Jersey City","Hudson","NJ","7306","201-991-8369","selma.husser@cox.net","platinum"
"Antione","Onofrio","4 S Washington Ave","San Bernardino","San Bernardino","CA","92410","909-430-7765","aonofrio@onofrio.com","platinum"
"Luisa","Jurney","25 Se 176th Pl","Cambridge","Middlesex","MA","2138","617-365-2134","ljurney@hotmail.com","silver"
"Clorinda","Heimann","105 Richmond Valley Rd","Escondido","San Diego","CA","92025","760-291-5497","clorinda.heimann@hotmail.com","silver"
"Dick","Wenzinger","22 Spruce St #595","Gardena","Los Angeles","CA","90248","310-510-9713","dick@yahoo.com","bronze"
"Ahmed","Angalich","2 W Beverly Blvd","Harrisburg","Dauphin","PA","17110","717-528-8996","ahmed.angalich@angalich.com","silver"
"Iluminada","Ohms","72 Southern Blvd","Mesa","Maricopa","AZ","85204","480-293-2882","iluminada.ohms@yahoo.com","platinum"
"Joanna","Leinenbach","1 Washington St","Lake Worth","Palm Beach","FL","33461","561-470-4574","joanna_leinenbach@hotmail.com","silver"
"Caprice","Suell","90177 N 55th Ave","Nashville","Davidson","TN","37211","615-246-1824","caprice@aol.com","bronze"
"Stephane","Myricks","9 Tower Ave","Burlington","Boone","KY","41005","859-717-7638","stephane_myricks@cox.net","bronze"
"Quentin","Swayze","278 Bayview Ave","Milan","Monroe","MI","48160","734-561-6170","quentin_swayze@yahoo.com","silver"
"Annmarie","Castros","80312 W 32nd St","Conroe","Montgomery","TX","77301","936-751-7961","annmarie_castros@gmail.com","bronze"
"Shonda","Greenbush","82 Us Highway 46","Clifton","Passaic","NJ","7011","973-482-2430","shonda_greenbush@cox.net","platinum"
